id,district,name,surname,party,alliance,status_change,isMilletvekili,profession,title,platform,political_stance,bsky_handle,bsky_displayName,bsky_match_note,bsky_match_status,bsky_description,bsky_best_score,bsky_source
303,,Yusuf,Ziya Cömert,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Gazeteci,Televizyon Sunucusu,TVNET,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
304,,Fatma,Barbarosoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Akademisyen,Sosyolog-Yazar,,Muhafazakar,nan,nan,low score=5,manual,,999.0,manual
305,,Beşir,Atalay,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski İçişleri Bakanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
306,,İdris,Bal,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Akademisyen,Uluslararası İlişkiler Uzmanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
307,,Hasan Bülent,Kahraman,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Akademisyen,Sosyolog,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
308,,Etyen,Mahçupyan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Gazeteci,Köşe Yazarı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
309,,Nagehan,Alçı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Gazeteci,Köşe Yazarı,Star,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
310,,Rasim,Ozan Kütahyalı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Gazeteci,Köşe Yazarı-Sunucu,Habertürk,Muhafazakar,nan,nan,low score=5,manual,"Parodi Hesap Gazetecisi, Siyaset Yorumcusu, Futbol Yorumcusu Vatan Sever!!!",999.0,manual
311,,Özlem,Albayrak,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Gazeteci,Köşe Yazarı,Yeni Şafak,Muhafazakar,ozlemalbayrak.bsky.social,Özlem Albayrak,score=9,ok,,,auto
312,,Yavuz,Donat,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Gazeteci,Köşe Yazarı,Sabah,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
313,,Cem,Seymen,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sosyal Medya Fenomeni,YouTuber-Fenomen,YouTube,Liberal,nan,nan,no candidates,manual,,999.0,manual
314,,Jahrein,Ahmet Sonuç,Bağımsız,,,False,Sosyal Medya Fenomeni,Twitch Yayıncısı,Twitch,Muhalif,nan,nan,no candidates,manual,,999.0,manual
315,,Pqueen,Neşe,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sosyal Medya Fenomeni,YouTuber,YouTube,Liberal,nan,nan,no candidates,manual,,999.0,manual
316,,Danla,Bilic,Bağımsız,,,False,Sosyal Medya Fenomeni,Fenomen,Instagram,Apolitik,nan,nan,no candidates,manual,,999.0,manual
317,,Şeyma,Subaşı,Bağımsız,,,False,Sosyal Medya Fenomeni,Model-Fenomen,Instagram,Apolitik,nan,nan,no candidates,manual,,999.0,manual
318,,Hadise,Nur Gencer,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sosyal Medya Fenomeni,Twitter Fenomeni,Twitter/X,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
319,,Pelin,Çift,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Akademisyen,Ekonomist,,Sol,nan,nan,score=7,manual,,999.0,manual
320,,Mustafa,Sönmez,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Akademisyen,Ekonomist-Yazar,,Sol,nan,nan,score=7,manual,,999.0,manual
321,,Erdal,Atabek,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Aktivist,İşçi Hareketi Lideri,,Sol,nan,nan,no candidates,manual,,999.0,manual
322,,Rasim,Cinisli,Bağımsız,,,False,İş İnsanı,Ses Sanatçıları Meslek Birliği Başkanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
323,,Halis,Toprak,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,İş İnsanı,Yapımcı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
324,,Zeynep,Kartal,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Siyasetçi,İstanbul Milletvekili,,Sosyal Demokrat,nan,nan,low score=5,manual,,999.0,manual
325,,Can,Bartu Atay,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Oyuncu-Müzisyen,,Sol,nan,nan,no candidates,manual,,999.0,manual
326,,Bertan,Asllani,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Oyuncu,,Sol,nan,nan,score=9,manual,,999.0,manual
327,,Ahmet,Kural,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Oyuncu-Komedyen,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
328,,Murat,Cemcir,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Oyuncu-Komedyen,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
329,,Gupse,Özay,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Oyuncu-Senarist,,Muhafazakar,nan,nan,low score=0,manual,,999.0,manual
330,,Ceyda,Düvenci,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Oyuncu,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
331,,Bülent,İnal,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Oyuncu,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
332,,Oktay,Kaynarca,Milliyetçi Hareket Partisi,Cumhur İttifakı,,False,Sanatçı,Oyuncu,,Milliyetçi,nan,nan,score=9,manual,,999.0,manual
333,,Erdal,Beşikçioğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Oyuncu,,Liberal,nan,nan,no candidates,manual,,999.0,manual
334,,Halil,Sezai Paracıkoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Liberal,nan,nan,no candidates,manual,,999.0,manual
335,,Emrah,Karaduman,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Şarkıcı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
336,,Ferdi,Tayfur,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Şarkıcı,,Muhafazakar,nan,nan,score=9,manual,,999.0,manual
337,,Kaan,Tangöze,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Liberal,nan,nan,low score=5,manual,,999.0,manual
338,,Bora,Duran,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Liberal,nan,nan,no candidates,manual,,999.0,manual
339,,Redd,Grubu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Grubu,,Muhalif,nan,nan,no candidates,manual,İstanbul Büyükşehir Belediye CHP Meclis Grubu Resmi Hesabıdır.,999.0,manual
340,,Duman,Grubu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Grubu,,Liberal,ibbchpgrubu.bsky.social,İBB Meclis Grubu,low score=4,ok,İstanbul Büyükşehir Belediye CHP Meclis Grubu Resmi Hesabıdır.,6.0,auto
341,,Manga,Grubu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Grubu,,Liberal,nan,nan,no candidates,manual,İstanbul Büyükşehir Belediye CHP Meclis Grubu Resmi Hesabıdır.,999.0,manual
342,,Athena,Grubu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Grubu,,Sol,nan,nan,no candidates,manual,İstanbul Büyükşehir Belediye CHP Meclis Grubu Resmi Hesabıdır.,999.0,manual
343,,Mor ve Ötesi,Grubu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Grubu,,Liberal,nan,nan,no candidates,manual,İstanbul Büyükşehir Belediye CHP Meclis Grubu Resmi Hesabıdır.,999.0,manual
344,,Şebnem,Korur Fincancı,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Akademisyen,Adli Tıp Uzmanı-İnsan Hakları Aktivisti,,Sol,nan,nan,no candidates,manual,,999.0,manual
345,,Canan,Kaftancıoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Siyasetçi,Eski CHP İstanbul İl Başkanı,,Sol,nan,nan,no candidates,manual,,999.0,manual
346,,Sezgin,Tanrıkulu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Siyasetçi,İnsan Hakları Sözcüsü,,Sol,nan,nan,low score=5,manual,"İnsan Hakları Aktivisti-Hukukçu-CHP Diyarbakır Milletvekili, HR lawyer, CHP PM Üyesi",999.0,manual
347,,Eren,Keskin,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Avukat,İnsan Hakları Aktivisti,,Sol,handle.invalid,Eren Keskin,low score=5,ok,"Always ready SİR ! ve Random memes
 Meslek : profosyonel içici ; Johny Sins ' in editörü
Yaş : 14 sonuç olarak her şey suretin , suretinin , sureti .
Ateşli bir Atatürkçü ve Milliyetçi .
siyasal islamı ( ÇOK ) sever
Rutin olarak Fight Club rewatch yapar .",9.0,auto
348,,Ömer,Faruk Gergerlioğlu,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,Milletvekili-İnsan Hakları Aktivisti,,İslamcı Sol,nan,nan,low score=5,manual,"DEM Kocaeli Milletvekili / Deputy for Kocaeli/ Sağlık, Aile, Çalışma ve Sosyal İşler Komisyonu Üyesi/ https://linktr.ee/OFGTV /",999.0,manual
349,,Garo,Paylan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,Eski Milletvekili,,Sol,nan,nan,no candidates,manual,,999.0,manual
350,,Pervin,Buldan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,HDP Eski Eş Genel Başkanı,,Kürt Hareketi,nan,nan,score=9,manual,,999.0,manual
351,,Mithat,Sancar,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,HDP Eski Eş Genel Başkanı,,Sol,nan,nan,no candidates,manual,,999.0,manual
352,,Tuncer,Bakırhan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,DEM Parti Eş Genel Başkanı,,Kürt Hareketi,nan,nan,score=6,manual,,999.0,manual
353,,Tülay,Hatimoğulları,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,DEM Parti Eş Genel Başkanı,,Kürt Hareketi,nan,nan,score=6,manual,,999.0,manual
354,,Ahmet,Türk,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,Mardin Büyükşehir Belediye Başkanı,,Kürt Hareketi,ahmetturk.bsky.social,Ahmet Türk,score=7,ok,,,auto
355,,Mehmet,Sıddık Akış,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,Hakkari Belediye Başkanı,,Kürt Hareketi,nan,nan,no candidates,manual,,999.0,manual
356,,Abdullah,Zeydan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,Diyarbakır Milletvekili,,Kürt Hareketi,nan,nan,no candidates,manual,,999.0,manual
357,,Ertuğrul,Kürkçü,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Gazeteci,Eski Milletvekili,,Sol,nan,nan,low score=2,manual,"HDP Onursal Başkanı, AKPM Onursal Üyesi, İlerici Enternasyonal Konsey Üyesi",999.0,manual
358,,Naci,Bostancı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski TBMM Başkan Vekili,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
359,,Mustafa,Şentop,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Siyasetçi,Eski TBMM Başkanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
360,,Numan,Kurtulmuş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Siyasetçi,TBMM Başkanı,,Muhafazakar,numankurtulmus.bsky.social,Numan Kurtulmuş,low score=5,ok,İsim satılık. Detaylı bilgi için DM lütfen.,9.0,auto
361,,Ömer,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Siyasetçi,AKP Sözcüsü,,Muhafazakar,omercelik.com,Omer Celik,low score=5,ok,"Engineer at Amazon & 
Developer of tureng.com",9.0,auto
362,,Mahir,Ünal,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Siyasetçi,AKP Genel Başkan Yardımcısı,,Muhafazakar,nan,nan,score=7,manual,,999.0,manual
363,,Hayati,Yazıcı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Siyasetçi,AKP Genel Başkan Yardımcısı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
364,,Kemal,Özkan,Milliyetçi Hareket Partisi,Cumhur İttifakı,,False,Siyasetçi,MHP Genel Başkan Yardımcısı,,Milliyetçi,ozkansaglam.bsky.social,Özkan Sağlam,score=6,ok,,,auto
365,,Semih,Yalçın,Milliyetçi Hareket Partisi,Cumhur İttifakı,,False,Siyasetçi,MHP Genel Başkan Yardımcısı,,Milliyetçi,nan,nan,no candidates,manual,,999.0,manual
366,,İsmail,Özdemir,Milliyetçi Hareket Partisi,Cumhur İttifakı,,False,Siyasetçi,MHP Grup Başkan Vekili,,Milliyetçi,ismailozdemir16.bsky.social,İsmail Özdemir,low score=5,ok,"SMMM
Çocuklara kıymayın efendiler...",9.0,auto
367,,Deniz,Yücel,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Gazeteci,Die Welt Muhabiri,Die Welt,Liberal,nan,nan,low score=5,manual,na gut,999.0,manual
368,,Cem,Garipoğlu,Bağımsız,,,False,İş İnsanı,Müzisyen Oğlu,,Suçlu,nan,nan,no candidates,manual,,999.0,manual
369,,Müge,Anlı,Bağımsız,,,False,Gazeteci,Televizyon Sunucusu,ATV,Apolitik,nan,nan,no candidates,manual,,999.0,manual
370,,Esra,Erol,Bağımsız,,,False,Gazeteci,Televizyon Sunucusu,ATV,Apolitik,nan,nan,score=9,manual,,999.0,manual
371,,Zuhal,Topal,Bağımsız,,,False,Gazeteci,Televizyon Sunucusu,Kanal D,Apolitik,nan,nan,no candidates,manual,,999.0,manual
372,,Nihat,Doğan,Bağımsız,,,False,Gazeteci,Televizyon Sunucusu,Show TV,Apolitik,nan,nan,no candidates,manual,,999.0,manual
373,,Beyazıt,Öztürk,Bağımsız,,,False,Sanatçı,Komedyen-Sunucu,,Apolitik,nan,nan,low score=0,manual,,999.0,manual
374,,Mehmet Ali,Erbil,Bağımsız,,,False,Sanatçı,Komedyen-Sunucu,,Apolitik,nan,nan,no candidates,manual,,999.0,manual
375,,Okan,Bayülgen,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Sunucu-Oyuncu,,Liberal,nan,nan,low score=5,manual,"makinakafa, münzevi...",999.0,manual
376,,Gülben,Ergen,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Şarkıcı-Sunucu,,Muhafazakar,nan,nan,low score=0,manual,,999.0,manual
377,,Ebru,Gündeş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Şarkıcı,,Muhafazakar,nan,nan,low score=5,manual,"Ebru Gündeş Satıyor 

Satın Almak Hiç Bu Kadar Anlamlı Olmamıştı

Instagram: @ebrugundessatiyor
Web Sitesi: https://ebrugundessatiyor.com
",999.0,manual
378,,Ajda,Pekkan,Bağımsız,,,False,Sanatçı,Şarkıcı,,Apolitik,nan,nan,low score=0,manual,,999.0,manual
379,,Muazzez,Ersoy,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Şarkıcı,,Muhafazakar,muazzezersoy.bsky.social,,no candidates,ok,,7.0,auto
380,,Emel,Sayın,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Şarkıcı,,Muhafazakar,nan,nan,low score=0,manual,,999.0,manual
381,,Nilüfer,Yumlu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Liberal,nan,nan,no candidates,manual,,999.0,manual
382,,Seda,Sayan,Bağımsız,,,False,Sanatçı,Şarkıcı-Sunucu,,Apolitik,nan,nan,low score=5,manual,"azgın azınlıktan biri | maksimize | eren
""Ne mutlu Türk'üm diyene"" 🇹🇷",999.0,manual
383,,Serdar,Ortaç,Bağımsız,,,False,Sanatçı,Şarkıcı,,Apolitik,byserdarortac.bsky.social,Serdar Ortaç,score=7,ok,,,auto
384,,Mustafa,Sandal,Bağımsız,,,False,Sanatçı,Şarkıcı,,Apolitik,nan,nan,low score=0,manual,,999.0,manual
385,,Murat,Boz,Bağımsız,,,False,Sanatçı,Şarkıcı-Oyuncu,,Apolitik,nan,nan,score=11,manual,,999.0,manual
386,,Hande,Yener,Bağımsız,,,False,Sanatçı,Şarkıcı,,Apolitik,nan,nan,no candidates,manual,,999.0,manual
387,,Ebru,Yaşar,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Sanatçı,Şarkıcı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
388,,Özcan,Deniz,Bağımsız,,,False,Sanatçı,Şarkıcı-Oyuncu-Yönetmen,,Apolitik,nan,nan,score=9,manual,,999.0,manual
389,,Kıraç,Kıraç,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Liberal,nan,nan,score=9,manual,,999.0,manual
390,,Göksel,Kortay,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Liberal,nan,nan,no candidates,manual,,999.0,manual
391,,Hayko,Cepkin,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Müzisyeni,,Liberal,nan,nan,low score=5,manual,"Rahat mı batıyor anlamadım ki
Hayfan",999.0,manual
392,,Gripin,Grubu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Grubu,,Liberal,nan,nan,no candidates,manual,İstanbul Büyükşehir Belediye CHP Meclis Grubu Resmi Hesabıdır.,999.0,manual
393,,Model,Grubu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Grubu,,Kemalist,nan,nan,no candidates,manual,İstanbul Büyükşehir Belediye CHP Meclis Grubu Resmi Hesabıdır.,999.0,manual
394,,Şebnem,Ferah,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Rock Müzisyeni,,Liberal,nan,nan,low score=0,manual,,999.0,manual
395,,Barış,Manço Jr.,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Müzisyen-Barış Manço Oğlu,,Kemalist,nan,nan,no candidates,manual,,999.0,manual
396,,Kardeş,Türküler,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Sanatçı,Müzik Grubu,,Sol,nan,nan,no candidates,manual,,999.0,manual
397,,Grup,Yorum,Türkiye İşçi Partisi,Emek ve Özgürlük İttifakı,,False,Sanatçı,Müzik Grubu,,Sol,nan,nan,score=9,manual,,999.0,manual
398,,Yavuz,Bingöl,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Oyuncu-Müzisyen,,Sol,nan,nan,low score=5,manual,Parodi hesap,999.0,manual
399,,Rojin,Rojin,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Sanatçı,Kürt Müzisyeni,,Kürt Hareketi,nan,nan,score=13,manual,,999.0,manual
400,,Sıla,Gençoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Liberal,silagencoglu052.bsky.social,Sıla Gençoğlu,low score=5,ok,,9.0,auto
401,,Yıldız,Tilbe,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Şarkıcı,,Kemalist,yildiztilbe.bsky.social,Yıldız Tilbe,score=11,ok,,,auto
402,,Feryal,Öney,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Sanatçı,Türk Sanat Müziği Sanatçısı,,Kemalist,oneyferyal.bsky.social,Feryal Öney,score=7,ok,,,auto
403,,Bülent,Ecevit Jr.,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Siyasetçi,Eski Başbakan Oğlu,,Sol,nan,nan,no candidates,manual,,999.0,manual
404,,Rıza,Türmen,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Hukukçu,Eski AİHM Yargıcı,,Liberal,nan,nan,no candidates,manual,,999.0,manual
405,,Zühtü,Arslan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Hukukçu,Anayasa Mahkemesi Başkanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
406,,Mehmet,Akarca,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Hukukçu,Yargıtay Başkanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
407,,İsmail,Rüştü Cirit,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Hukukçu,Danıştay Başkanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
408,,Mustafa,Akkaya,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Avukat,İnsan Hakları Avukatı,,Sol,nan,nan,score=11,manual,,999.0,manual
409,,Fikret,İlkiz,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Avukat,İnsan Hakları Avukatı,,Sol,nan,nan,no candidates,manual,,999.0,manual
410,,Ramazan,Aytaş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Din Adamı,Diyanet İşleri Başkanı,,İslamcı,nan,nan,no candidates,manual,,999.0,manual
411,,Zekeriya,Öz,Bağımsız,,,False,Hukukçu,Eski Savcı-FETÖ,,FETÖ,nan,nan,no candidates,manual,,999.0,manual
412,,Akın,Gürlek,Bağımsız,,,False,Hukukçu,Eski Savcı-FETÖ,,FETÖ,nan,nan,no candidates,manual,,999.0,manual
413,,Celal,Kara,Bağımsız,,,False,Hukukçu,Eski Savcı-FETÖ,,FETÖ,nan,nan,score=7,manual,,999.0,manual
414,,Mehmet,Altan,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Akademisyen,Ekonomist-Yazar,,Liberal,mehmetaltan.bsky.social,Mehmet Altan,score=11,ok,,,auto
415,,Şahin,Alpay,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Akademisyen,Gazeteci-Yazar,,Liberal,nan,nan,low score=5,manual,https://bluebutterflyangel.wordpress.com/,999.0,manual
416,,Mümtazer,Türköne,Bağımsız,,,False,Akademisyen,Yazar-FETÖ İlişkili,,FETÖ,nan,nan,no candidates,manual,,999.0,manual
417,,Emre,Uslu,Bağımsız,,,False,Akademisyen,Eski Gazeteci-FETÖ,,FETÖ,nan,nan,score=9,manual,,999.0,manual
418,,Ekrem,Dumanlı,Bağımsız,,,False,Gazeteci,Eski Zaman Gazetesi Yazı İşleri-FETÖ,,FETÖ,nan,nan,no candidates,manual,,999.0,manual
419,,Bülent,Keneş,Bağımsız,,,False,Gazeteci,Eski Today's Zaman Yazı İşleri-FETÖ,,FETÖ,nan,nan,low score=2,manual,"Önce insan,oğul/eş/baba, gazeteci-yazar, PhD, veritas vincit @populismstudies @StockholmCF #tr724 #YeniHayat #TodaysZaman #Bugün #AANewYork #TDN #Zaman",999.0,manual
420,,Cüneyt,Zapsu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,İş İnsanı,Erdoğan Danışmanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
421,,Egemen,Bağış,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski AB Bakanı,,Muhafazakar,nan,nan,low score=2,manual,,999.0,manual
422,,Mevlüt,Çavuşoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Siyasetçi,Eski Dışişleri Bakanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
423,,Nihat,Ergün,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski Bakan,,Muhafazakar,nan,nan,low score=5,manual,,999.0,manual
424,,Faruk,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski Çalışma Bakanı,,Muhafazakar,farukcelik30.bsky.social,Faruk ÇELİK,low score=0,ok,,9.0,auto
425,,Ömer,Dinçer,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski Milli Eğitim Bakanı,,Muhafazakar,nan,nan,no candidates,manual,,999.0,manual
426,,Taner,Yıldız,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski Enerji Bakanı,,Muhafazakar,ty41.bsky.social,Taner Yıldız,low score=5,ok,,9.0,auto
427,,Hüseyin,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski AKP Sözcüsü,,Muhafazakar,huseyin53.bsky.social,Hüseyin Çelik,score=7,ok,,,auto
428,,Deniz,Baykal,Cumhuriyet Halk Partisi,Millet İttifakı,,False,Eski Milletvekili,Eski CHP Genel Başkanı,,Kemalist,nan,nan,no candidates,manual,,999.0,manual
429,,Altan,Tan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Eski Milletvekili,Yazar,,Kürt Hareketi,nan,nan,no candidates,manual,"Executive Producer of Creative/Talent at IGN. Hosts videos. Writes scripts. Makes music. Plays video games. Cooks food. Collects toys. Eats pizza. Stays busy.

https://www.patreon.com/ThisThingRules?utm_campaign=creatorshare_creator",999.0,manual
430,,Sırrı,Süreyya Önder,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,Eski Milletvekili-Yönetmen,,Sol,nan,nan,low score=5,manual,,999.0,manual
431,,Hasip,Kaplan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Eski Milletvekili,Siyasetçi,,Kürt Hareketi,nan,nan,no candidates,manual,,999.0,manual
432,,İdris,Baluken,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Eski Milletvekili,Eski HDP Grup Başkan Vekili,,Kürt Hareketi,nan,nan,no candidates,manual,,999.0,manual
433,,Ferhat,Encü,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Siyasetçi,Eski Dersim Belediye Başkanı,,Sol,nan,nan,no candidates,manual,,999.0,manual
434,,Gültan,Kışanak,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Eski Milletvekili,Eski Diyarbakır Belediye Başkanı,,Kürt Hareketi,nan,nan,no candidates,manual,,999.0,manual
435,,Fırat,Anlı,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,False,Eski Milletvekili,Siyasetçi,,Kürt Hareketi,nan,nan,no candidates,manual,,999.0,manual
436,,Koray,Aydın,Milliyetçi Hareket Partisi,Cumhur İttifakı,,False,Eski Milletvekili,Eski MHP Genel Başkan Yardımcısı,,Milliyetçi,nan,nan,low score=5,manual,Ankara Milletvekili | Eski Bayındırlık ve İskan Bakanı | Makine Mühendisi,999.0,manual
